parameter,value,score,string_length
keep_pct,0.0007798871298784,6581698.560101924,100
keep_pct,0.0012703947178403,92013470.87283865,100
keep_pct,0.0020694055297057,8482205.342759877,100
keep_pct,0.0033709517099194,456.5329734697764,100
keep_pct,0.0054911013174998,46.4111358136241,100
keep_pct,0.0089447124354592,17.54935801625142,100
keep_pct,0.0145704615389408,1.525542640686035,100
keep_pct,0.0237345080671511,0.4657976627349853,100
keep_pct,0.0386622531952143,0.5371578454971313,100
keep_pct,0.0629787572551224,0.7759103059768677,100
keep_pct,0.1025890510150245,1.2646308183670043,100
max_attempts,1.0,0.5816879034042358,100
max_attempts,1.0,0.4647341012954712,100
max_attempts,1.0,0.5473875761032104,100
max_attempts,1.0,0.5180891513824463,100
max_attempts,1.0,0.4303839921951294,100
max_attempts,1.0,0.4097177743911743,100
max_attempts,1.0,0.3778040170669555,100
max_attempts,2.0,0.4272486925125122,100
max_attempts,1.0,0.3721918106079102,100
max_attempts,2.0,0.6055422067642212,100
max_attempts,2.0,0.4432816505432129,100
max_attempts,2.0,0.5240720510482788,100
pop_size,386.0,0.4605468034744263,100
pop_size,193.0,122.69324629434121,100
pop_size,251.0,3.281198263168335,100
pop_size,309.0,0.7694620847702026,100
pop_size,367.0,0.5061994552612304,100
pop_size,424.0,0.4868752956390381,100
pop_size,482.0,0.32063755989074705,100
pop_size,540.0,0.34245331287384034,100
pop_size,598.0,0.34316091537475585,100
pop_size,656.0,0.41853387355804444,100
pop_size,714.0,0.35295326709747316,100
pop_size,772.0,0.4690833330154419,100
keep_pct,0.023734508067151192,0.3712000846862793,100
keep_pct,0.0005633268731896651,6119993005.059816,100
keep_pct,0.0009382088567546637,279642890.1471549,100
keep_pct,0.0015625667810037686,28290.617625554853,100
keep_pct,0.002602421547737475,12863.487393328478,100
keep_pct,0.0043342774174283324,50.866469015498,100
keep_pct,0.007218646320985767,43.63808054176703,100
keep_pct,0.012022501028187353,0.8761307954788208,100
keep_pct,0.020023218280214587,0.3315744400024414,100
keep_pct,0.0333482417141925,0.39379172325134276,100
keep_pct,0.05554078319802895,0.4248236894607544,100
keep_pct,0.0925019863022529,1.2687105178833007,100
max_attempts,1.0,0.3233932971954346,100
max_attempts,1.0,0.3449309587478638,100
max_attempts,1.0,0.2842382907867432,100
max_attempts,1.0,0.44625535011291506,100
max_attempts,1.0,0.3172696352005005,100
max_attempts,2.0,0.4377934694290161,100
max_attempts,1.0,0.32608757019042967,100
max_attempts,1.0,0.3333523035049438,100
max_attempts,2.0,0.4825775146484375,100
max_attempts,1.0,0.2893873453140259,100
max_attempts,2.0,0.48278102874755857,100
max_attempts,2.0,0.35129239559173586,100
